Age,Gender,Height,Weight,CALC,FAVC,FCVC,NCP,SCC,SMOKE,CH2O,family_history_with_overweight,FAF,TUE,CAEC,MTRANS,NObeyesdad,BMI
18.0,1,1.719827,52.289828,2,1,1.202075,3.0,0,0,1.927976,1,0.023574,1.747256,2,3,0,17.678592602395533
18.381382,1,1.722547,53.783977,2,1,2.0,3.131032,0,0,2.072194,1,1.487987,2.0,2,3,0,18.126366275555824
18.0,1,1.738702,50.248677,2,1,1.871213,3.0,0,0,1.283738,1,0.684879,1.487223,2,3,0,16.621657314943572
26.69858,1,1.816298,86.963765,3,1,2.341133,1.578521,0,0,2.0,0,2.0,0.554072,2,0,5,26.361136160086645
21.125836,1,1.638085,70.0,2,1,2.0,1.0,0,0,2.115967,0,0.770536,0.0,3,3,5,26.087062160811257
25.191627,1,1.813678,85.637789,3,1,1.450218,3.985442,0,0,2.147746,0,0.046836,1.0,2,0,5,26.0342503085834
21.963457,1,1.697228,75.5771,2,1,2.204914,3.623364,0,0,1.815293,1,0.989316,0.0,2,3,5,26.236738550453666
21.0,1,1.617469,68.869791,2,1,1.206276,3.0,0,0,2.406541,0,0.94984,0.479221,3,3,5,26.32430011094419
19.114981,1,1.855543,88.965521,2,1,2.0,3.0,0,0,1.015677,1,0.0,0.37465,2,3,5,25.839236699477247
21.142432,1,1.855353,86.413388,2,1,2.0,3.0,0,0,1.345298,1,1.097905,1.0,2,3,5,25.10313323952578
21.962426,1,1.696336,75.0,2,1,2.0,3.0,0,0,1.825629,1,0.699592,0.142056,2,3,5,26.063786269971196
18.836315,0,1.751631,80.0,1,1,2.0,1.73762,0,0,2.207978,1,2.641072,0.707044,2,3,5,26.07382472196018
23.572648,1,1.698346,75.0,2,1,2.0,3.0,0,0,2.0,1,0.345684,1.415536,2,3,5,26.002129564490307
33.700749,0,1.642971,74.803157,2,0,3.0,1.146052,0,0,1.074048,1,0.679935,0.0,2,0,5,27.71150620625433
21.845025,0,1.613668,68.126955,2,1,1.758394,3.981997,0,0,2.174248,1,0.920476,1.358163,2,3,5,26.163184548620098
21.0,1,1.605404,68.226511,2,1,2.0,1.9154,0,0,3.0,0,1.0,0.0,3,3,5,26.471861457305877
35.125401,0,1.529834,62.903938,2,1,2.0,2.105616,0,0,1.456581,0,0.0,0.9974,2,0,5,26.87752145121935
21.868932,0,1.731261,78.175706,2,1,2.577427,1.0,0,0,2.0,1,2.287423,0.0,2,3,5,26.08235011774621
22.549208,1,1.629194,70.0,2,1,2.0,1.0,0,0,2.803311,0,0.245354,0.0,3,3,5,26.372568924171855
30.958957,0,1.633491,68.803694,2,1,2.052152,3.0,0,0,1.972074,1,0.228307,0.0,2,0,5,25.78566069885033
21.017383,1,1.752391,79.109637,2,1,3.0,1.0,0,0,2.0,1,2.57223,0.0,2,0,5,25.761275588926406
19.623574,1,1.818226,85.833029,2,1,2.954996,3.714833,0,0,2.430918,1,2.545931,0.469735,2,3,5,25.963229444217983
19.637947,1,1.809101,85.0,2,1,3.0,3.0,0,0,2.229171,1,1.607953,0.628059,2,3,5,25.97127664395861
21.413642,1,1.709484,75.0,2,1,2.0,3.0,0,0,2.843777,1,2.022315,0.009254,2,3,5,25.664403971709387
21.029633,1,1.607082,67.722222,2,1,2.0,3.691226,0,0,3.0,1,1.228136,0.3352,3,3,5,26.221354705590574
22.667596,0,1.718939,75.951472,2,1,2.0,3.0,0,0,2.0,1,0.0,2.0,1,3,5,25.704861308306967
20.0,1,1.831357,89.652557,2,1,2.555401,3.292386,0,0,3.0,1,2.0,0.315918,2,3,5,26.731089197596813
21.81119,0,1.6,66.401407,2,1,2.108711,3.0,0,0,2.746197,1,1.910432,0.0,2,3,5,25.938049609374996
21.0,0,1.754813,77.929204,2,1,2.915279,1.104642,0,0,1.530046,1,1.360635,0.0,2,3,5,25.306876986352822
18.128206,1,1.778447,80.273807,3,1,1.570089,3.0,0,0,2.0,1,2.707882,0.0,2,3,5,25.380022665048838
21.0,1,1.709561,75.0,2,1,2.0,3.0,0,0,1.636326,1,1.0,0.0,2,3,5,25.66209213305381
29.08107,0,1.674568,71.602622,2,1,2.0,3.0,0,0,1.701835,1,1.682271,0.0,2,0,5,25.534264351815867
26.358919,1,1.755317,82.228794,2,1,1.94313,3.559841,0,0,2.367996,1,0.23553,0.879977,2,3,5,26.687801755437132
22.717249,1,1.708071,75.0,2,1,2.714447,3.0,0,0,3.0,1,1.096818,1.89388,2,3,5,25.706883239150905
19.816949,1,1.806947,85.079589,2,1,2.0,3.0,0,0,2.292073,1,1.067817,0.19668,2,3,5,26.05760848659594
24.023972,0,1.599697,64.808022,2,1,2.903545,3.0,0,0,1.549931,0,0.0,0.273882,2,3,5,25.32522461433692
32.593129,0,1.721903,72.748903,2,1,2.0,3.0,0,0,1.0,1,0.0,1.339232,2,0,5,24.536300591108244
23.0,1,1.712556,75.480764,2,1,3.0,3.654061,0,0,1.229915,1,0.793489,1.597608,2,3,5,25.73633636399637
16.941489,0,1.551288,54.93242,2,1,1.75375,1.296156,1,0,2.0,0,0.110174,1.944675,2,3,5,22.826738618008303
16.172992,0,1.603842,65.0,2,1,2.543563,1.0,1,0,2.0,1,0.694281,1.056911,2,3,5,25.269124328601528
23.71259,0,1.588597,62.339003,2,1,2.39728,2.656588,0,0,2.061062,0,1.912981,1.887386,2,3,5,24.702014715821026
23.172982,1,1.858624,88.675503,2,1,2.0,2.77684,0,0,1.278231,1,0.55713,1.0,2,0,5,25.66968734525319
19.076443,1,1.62,69.529625,2,1,2.278644,1.0,0,0,2.628985,0,1.0,1.285373,2,3,5,26.493531854900162
16.30687,0,1.616366,67.183128,3,1,1.620845,1.0,1,0,2.0,1,0.926592,1.657098,2,3,5,25.71466123649575
18.297229,0,1.637396,70.0,3,1,2.0,1.999014,0,0,2.326165,1,0.00705,0.0,2,3,5,26.109021134042287
18.610761,0,1.550723,60.628321,2,1,2.823179,2.644692,1,0,1.226764,0,0.747528,0.008899,2,3,5,25.211987593410957
17.451085,0,1.6,65.0,2,1,3.0,2.449723,1,0,2.0,1,0.479592,1.720642,2,3,5,25.390624999999996
29.740496,1,1.820471,87.668828,3,1,3.0,3.0,0,0,1.174611,0,2.0,0.0,2,0,5,26.453166816895745
31.539393,0,1.657496,73.641633,2,1,2.0,3.0,0,0,1.0,1,0.0,1.112489,2,0,5,26.805161760184564
18.026457,1,1.752123,80.0,3,1,2.0,2.794156,0,0,2.377362,1,0.101236,0.105895,2,3,5,26.05918360298315
19.47554,1,1.857231,88.138777,2,1,2.061952,4.0,0,0,2.426465,1,2.0,0.160138,2,3,5,25.552604428356002
19.0,0,1.76,79.544998,1,1,2.0,1.146794,0,0,3.0,1,1.809745,1.690102,2,3,5,25.67955772210744
18.0,0,1.644682,68.392133,3,1,2.0,1.131695,0,0,1.344539,1,0.0,1.59257,2,3,5,25.28379555095861
18.270434,0,1.737165,76.699774,1,1,2.838969,3.0,0,0,2.425927,1,1.0,1.453335,2,3,5,25.416277458650733
19.816228,0,1.507853,64.259379,2,1,2.568063,3.0,1,0,1.817983,0,0.0,0.0,2,3,5,28.263016719957434
28.39124,1,1.81006,87.286783,3,1,3.0,3.0,0,0,1.205633,0,2.0,0.0,2,0,5,26.64173752898216
26.758516,1,1.80179,86.981202,3,1,2.652958,2.488189,0,0,2.0,0,2.0,0.096614,2,0,5,26.792735729738585
21.033794,1,1.625891,70.0,2,1,2.0,1.0,0,0,2.00876,0,0.63119,0.0,3,3,5,26.479829590203295
22.429812,1,1.64037,70.0,2,1,2.0,1.0,0,0,2.069184,0,0.729898,0.0,3,3,5,26.014435350937646
26.650419,1,1.791047,83.26312,3,1,1.27785,3.999591,0,0,2.495944,0,0.00342,1.0,2,0,5,25.95605677019678
21.618246,1,1.679306,75.0,2,1,2.0,3.0,0,0,1.957871,1,0.994592,0.117303,2,3,5,26.595097329436076
21.012542,0,1.615145,68.653347,2,1,1.729824,3.612941,0,0,2.043703,1,0.562118,0.426643,3,3,5,26.317139362770305
21.071195,0,1.616467,68.77185,2,1,1.452524,3.950553,0,0,2.109858,1,0.508847,1.194633,3,3,5,26.319462834794745
19.741202,1,1.816783,86.522799,2,1,2.0,3.0,0,0,2.177386,1,0.336814,0.004813,2,3,5,26.213465841655264
19.21638,1,1.812472,86.748295,2,1,2.0,3.0,0,0,2.168651,1,0.977998,0.142638,2,3,5,26.40695561597472
22.283082,1,1.870931,89.251639,2,1,2.0,2.799979,0,0,1.081333,1,0.444347,1.0,2,3,5,25.497679518825827
21.086512,1,1.863685,89.558854,2,1,2.0,3.0,0,0,1.005727,1,0.0,0.798219,2,3,5,25.784784621937103
23.451595,1,1.670227,75.0,2,1,2.0,3.0,0,0,2.0,1,0.129163,1.983678,2,3,5,26.885013781380962
22.740275,1,1.717288,75.948164,2,1,2.0,3.0,0,0,2.0,1,0.0,2.0,2,3,5,25.753188647418973
18.900253,1,1.750359,79.828725,1,1,2.0,2.228113,0,0,2.045004,1,1.293665,0.961806,2,3,5,26.05583101721643
23.170309,1,1.707557,75.306702,2,1,2.303367,3.042774,0,0,1.277636,1,0.944982,0.366126,2,3,5,25.82754987298419
32.997118,0,1.672446,74.812707,2,1,2.948425,1.198643,0,0,1.0,1,0.0,0.173796,2,0,5,26.746758788740376
32.501143,0,1.675979,74.959747,2,1,2.291846,1.555557,0,0,1.0,1,0.0,0.388271,2,0,5,26.68645994181491
21.938831,0,1.611239,67.939653,2,1,1.906194,3.987707,0,0,2.597746,1,1.922234,1.376124,2,3,5,26.16998016914111
21.909534,0,1.611356,68.06609,2,1,1.834155,3.995957,0,0,2.632871,1,1.236114,1.980875,2,3,5,26.21487568448966
21.987341,0,1.730182,78.55444,2,1,2.293705,1.0,0,0,2.0,1,2.063943,0.0,2,3,5,26.2414094658728
21.198217,0,1.743841,78.88036,2,1,2.510583,1.0,0,0,2.0,1,2.119682,0.0,2,3,5,25.93911266169546
29.32038,0,1.642506,69.906708,2,1,2.366949,3.0,0,0,1.926577,1,1.581242,0.0,2,0,5,25.91223786691828
31.255587,0,1.69308,71.927379,2,1,2.615788,3.0,0,0,1.771781,1,0.759422,0.686529,2,0,5,25.092230945703307
22.851773,1,1.752115,79.414603,2,1,3.0,1.0,0,0,2.0,1,2.315983,0.0,2,3,5,25.868732731198474
26.0,1,1.745033,80.0,2,1,2.217267,1.193589,0,0,2.0,1,2.0,0.0,2,3,5,26.27136864159211
19.789291,1,1.820643,85.0,2,1,3.0,3.0,0,0,2.759246,1,1.763277,0.453314,2,3,5,25.6430296383848
19.895877,1,1.80733,85.073801,2,1,2.801514,3.0,0,0,2.734782,1,2.207881,0.143675,2,3,5,26.044793711550234
19.693804,1,1.8,85.0,2,1,2.188722,3.0,0,0,2.721356,1,1.528968,1.0,2,3,5,26.234567901234566
19.226314,1,1.814255,85.255631,2,1,2.971351,3.390143,0,0,2.133767,1,2.318492,0.678618,2,3,5,25.901589474752434
21.652229,1,1.700181,75.057177,2,1,2.086093,3.546352,0,0,2.081121,1,1.993666,0.673835,2,3,5,25.965812037579965
21.687409,0,1.604697,68.016472,2,1,1.901611,3.266501,0,0,2.926995,1,0.985872,0.307982,3,3,5,26.41362574501404
21.455463,0,1.611,68.107866,2,1,1.977298,3.554974,0,0,2.217957,1,0.97812,0.459759,3,3,5,26.24255959089454
21.0,0,1.754497,77.956921,2,1,2.446872,2.372311,0,0,1.81031,1,0.094893,1.650778,2,3,5,25.324997893224253
21.0,0,1.752944,77.965532,2,1,2.839048,2.10601,0,0,1.639202,1,1.117311,0.967919,2,3,5,25.372692853634774
19.337404,1,1.859927,87.105828,2,1,2.21232,4.0,0,0,2.374044,1,2.0,0.622638,2,3,5,25.179982004199598
21.701643,1,1.896073,90.52446,2,1,2.427689,3.715306,0,0,2.876096,1,1.815768,0.426465,2,3,5,25.180006330555823
21.620245,1,1.605314,66.621646,2,1,2.357496,3.376717,0,0,2.184843,1,1.358185,0.014885,2,3,5,25.852072907957872
21.012569,0,1.758628,78.370039,2,1,3.0,1.0,0,0,2.0,1,2.971832,0.0,2,3,5,25.33973658262102
21.016623,0,1.755427,78.300084,2,1,3.0,1.0,0,0,2.0,1,2.877473,0.0,2,3,5,25.409532819247175
19.0,0,1.779882,80.091886,3,1,1.078529,1.211606,0,0,2.568063,1,3.0,0.817983,2,3,5,25.281689805653112
21.0,1,1.712061,75.0,2,1,2.0,3.0,0,0,1.333707,1,1.0,0.0,2,3,5,25.58720182284905
21.0,1,1.676014,75.0,2,1,2.0,3.0,0,0,1.164062,1,1.0,0.0,2,3,5,26.69967526686093
27.899784,0,1.7,74.244004,2,1,2.0,3.0,0,0,2.0,1,1.722053,0.0,2,0,5,25.689966782006923
28.825223,1,1.765874,82.045045,2,1,1.064162,3.98955,0,0,2.028426,1,0.81517,0.894678,2,3,5,26.310732131668153
26.047077,1,1.74595,80.018571,2,1,1.993101,3.171082,0,0,2.364498,1,1.224743,0.022245,2,3,5,26.249871794010776
23.0,1,1.690196,75.0,2,1,2.620963,3.0,0,0,2.824559,1,0.754599,2.0,2,3,5,26.253494827279354
20.0,1,1.81748,85.0,2,1,2.95118,3.0,0,0,3.0,1,2.433918,0.561602,2,3,5,25.73236154909696
21.832995,0,1.580964,65.363941,2,1,2.021446,3.0,0,0,1.077917,0,0.523847,0.808599,2,3,5,26.1513593097511
30.255744,0,1.652084,73.575981,2,1,2.0,3.0,0,0,1.0,1,0.0,0.018877,2,0,5,26.957015660631804
30.613586,0,1.645511,69.168978,2,1,2.000466,3.0,0,0,1.131448,1,0.061366,0.0,2,0,5,25.545227759591075
23.245408,1,1.707968,75.383716,2,1,2.5621,3.105007,0,0,1.172427,1,0.184917,0.923082,2,3,5,25.84152163189582
18.0,0,1.456346,55.523481,2,1,2.0,3.0,1,0,1.040342,0,0.497373,1.783319,2,3,5,26.178668363727645
18.0,0,1.498561,55.376512,2,1,2.0,3.0,1,0,1.274718,0,0.129902,0.978574,2,3,5,24.659072958177884
16.950499,0,1.603501,65.0,3,1,2.96008,1.0,1,0,2.0,1,0.736032,1.344072,2,3,5,25.279872918862402
21.837058,0,1.558045,63.597633,2,1,2.53915,1.590982,0,0,1.977801,0,1.264616,0.0,2,3,5,26.198773383367175
27.0,0,1.55,62.877347,2,1,2.244142,1.704828,0,0,1.0,0,0.792929,0.395468,2,3,5,26.17163246618106
23.801436,1,1.855779,86.098523,2,1,2.0,2.372339,0,0,1.675733,1,1.066241,1.0,2,0,5,25.000183099422433
23.367212,1,1.853223,87.083266,2,1,2.0,1.097312,0,0,1.328835,1,1.264257,1.0,2,0,5,25.355918406719958
16.38009,0,1.617124,67.913561,3,1,2.851664,1.0,0,0,2.0,1,0.977929,1.765321,2,3,5,25.969874912591617
16.865984,0,1.644053,67.439589,3,1,1.31415,1.068196,1,0,1.364957,1,0.0,0.057926,2,3,5,24.95073174575558
16.093234,0,1.608914,65.0,3,1,1.321028,1.0,1,0,2.0,1,0.371452,0.965604,2,3,5,25.11005680534825
18.0,0,1.647971,68.818893,3,1,2.0,1.411685,0,0,1.859089,1,0.0,1.306,2,3,5,25.340113305948663
18.83919,0,1.624831,69.975607,3,1,2.253998,2.752318,0,0,2.328331,1,0.815509,0.024088,2,3,5,26.505150938561666
19.726522,0,1.508267,61.10403,2,1,2.778079,3.0,1,0,1.696691,0,0.94224,0.879925,2,3,5,26.860456922618667
18.947102,0,1.518917,60.267427,2,1,2.838037,2.737571,1,0,1.144467,0,0.753782,1.286844,2,3,5,26.12248959321192
17.781183,0,1.6,65.0,2,1,3.0,2.973504,1,0,2.0,1,0.178976,0.166076,2,3,5,25.390624999999996
33.100581,1,1.838791,87.85785,3,1,2.814453,2.608055,0,0,1.85916,0,2.0,0.516084,2,0,5,25.984587833247378
33.251015,0,1.730379,75.920519,2,1,2.013782,2.625942,0,0,1.045586,1,0.553305,0.480214,2,0,5,25.355763751089377
18.985119,0,1.759117,80.0,3,1,2.0,1.411808,0,0,2.651194,1,2.878414,0.953841,2,3,5,25.852380287156763
18.871917,0,1.755254,80.0,3,1,2.0,1.095223,0,0,2.474132,1,2.876696,0.7939,2,3,5,25.966298432984583
19.478533,1,1.804099,85.196279,2,1,2.459976,3.30846,0,0,2.078011,1,1.779646,0.871772,2,3,5,26.175795890434827
19.429723,1,1.813567,86.144904,2,1,2.643183,3.821461,0,0,2.397124,1,2.044165,0.471663,2,3,5,26.191621255173164
20.979254,0,1.75655,78.721696,1,1,2.0,3.0,0,0,2.813234,1,0.228753,2.0,2,3,5,25.513697917977286
18.869151,0,1.756774,79.989789,1,1,2.0,2.658639,0,0,2.781628,1,1.955992,1.409198,2,3,5,25.918076091176143
18.236087,0,1.62,69.3899,3,1,2.22399,1.0,0,0,2.20312,1,0.104451,1.899073,2,3,5,26.44029111415942
20.901393,0,1.709585,75.0,2,1,2.104105,3.0,0,0,1.871033,1,1.0,0.0,2,3,5,25.66137162382134
17.08525,0,1.535618,57.259124,2,1,1.972545,2.339614,1,0,1.711074,0,0.095517,1.191053,2,3,5,24.281656510147457
25.785925,1,1.818848,87.032398,3,1,2.286481,1.713762,0,0,1.797161,0,1.658698,0.926581,2,0,5,26.30801834733097
26.787842,1,1.817641,87.107317,3,1,2.971588,2.743277,0,0,1.394883,0,2.0,0.470243,2,0,5,26.365645982554877
21.037514,1,1.636592,70.0,2,1,2.0,1.0,0,0,2.881677,0,0.915699,0.0,3,3,5,26.134680319986746
21.00829,1,1.621412,70.0,2,1,2.0,1.0,0,0,2.795651,0,0.80873,0.0,3,3,5,26.626327792800634
26.70371,1,1.802871,85.770013,2,1,2.872121,3.051804,0,0,2.111913,1,0.843709,0.153559,2,0,5,26.387981442083174
21.731497,1,1.696201,75.399191,2,1,2.109162,3.245148,0,0,1.971774,1,0.989335,0.0,2,3,5,26.20668305084285
21.052894,1,1.694633,75.0522,2,1,2.178889,3.563744,0,0,1.853991,1,0.997731,0.0,2,3,5,26.134374409976218
21.0,0,1.618148,68.981403,2,1,1.142468,3.0,0,0,2.197732,1,0.827506,0.572877,3,3,5,26.344838559905043
19.241058,1,1.856811,88.633616,2,1,2.047069,3.829101,0,0,1.641022,1,1.554817,0.248218,2,3,5,25.707690759641086
20.261925,1,1.807538,85.316125,2,1,2.0,3.0,0,0,1.968011,1,1.072662,0.776758,2,3,5,26.112968769292852
20.31094,1,1.849425,85.228116,2,1,2.146598,3.0,0,0,2.100112,1,1.17116,0.833761,2,3,5,24.91778534693435
21.420537,1,1.712473,75.0,2,1,2.0,3.0,0,0,1.362642,1,0.921268,0.139013,2,3,5,25.574891370045624
18.845518,0,1.753471,80.0,3,1,2.0,1.391778,0,0,2.64548,1,2.685087,0.97554,2,3,5,26.019132439246118
23.562135,1,1.717432,75.371244,2,1,2.0,3.0,0,0,2.0,1,0.121585,1.967259,2,3,5,25.553275784129657
23.118327,1,1.677573,75.0,2,1,2.0,3.0,0,0,2.0,1,0.334579,1.905826,2,3,5,26.65007330928182
33.732714,0,1.679725,74.885222,2,1,3.0,1.13715,0,0,1.000695,1,0.261274,0.0,2,0,5,26.54115079937787
21.571288,0,1.600914,68.058902,2,1,1.766849,3.322522,0,0,2.616285,1,0.943058,0.256977,2,3,5,26.555160657045036
21.165574,0,1.617749,68.908136,2,1,1.188089,3.269088,0,0,2.039535,1,0.779686,1.043108,2,3,5,26.329840127222678
21.0,1,1.610209,68.865008,2,1,1.910176,2.938135,0,0,2.943097,0,0.997202,0.207922,3,3,5,26.56036890658145
21.0,1,1.612556,69.463458,2,1,2.0,1.259628,0,0,3.0,0,1.0,0.0,3,3,5,26.71325367566407
21.996118,0,1.730199,78.997062,2,1,2.277077,1.0,0,0,2.0,1,1.061743,0.0,2,3,5,26.388750457662795
21.951309,0,1.730167,78.429312,2,1,2.138334,1.0,0,0,2.0,1,2.269058,0.0,2,3,5,26.2000642681583
22.018228,1,1.627396,70.0,2,1,2.0,1.0,0,0,2.976177,0,0.780117,0.0,3,3,5,26.430875658774433
29.934465,0,1.638744,69.242354,2,1,2.029634,3.0,0,0,1.827515,1,0.480206,0.0,2,0,5,25.78395857500722
31.166572,0,1.680858,71.81338,2,1,2.048216,3.0,0,0,1.305816,1,0.170452,0.276806,2,0,5,25.41811363260722
20.534606,0,1.758372,79.469513,2,1,2.8557,1.0,0,0,2.663861,1,2.762711,0.783336,2,3,5,25.70271689024825
19.97166,1,1.822573,85.084364,2,1,2.995599,3.095663,0,0,2.568157,1,2.7243,0.330457,2,3,5,25.614146691212724
19.627,1,1.815409,85.302146,2,1,2.987148,3.483449,0,0,2.359246,1,2.060415,0.598999,2,3,5,25.88278404702499
21.929387,1,1.698049,75.0,2,1,2.0,3.0,0,0,2.763573,1,1.502711,0.127879,2,3,5,26.011226248803187
21.009437,0,1.60681,67.773914,2,1,2.0,3.156309,0,0,3.0,1,1.179592,0.086868,3,3,5,26.250254325515133
21.538225,0,1.610327,67.999778,2,1,1.887951,3.728377,0,0,2.682107,1,1.123931,0.492528,3,3,5,26.222817076119078
22.828435,1,1.710415,75.142858,2,1,2.786008,3.0,0,0,2.526193,1,0.925118,2.0,2,3,5,25.685304341129612
22.814657,1,1.716289,75.688433,2,1,2.0,3.0,0,0,2.0,1,0.092344,1.466496,2,3,5,25.69500319100182
19.576682,1,1.834715,89.429199,2,1,2.342323,3.60885,0,0,2.878866,1,2.0,0.208323,2,3,5,26.566975646199623
21.814653,0,1.611822,67.140367,2,1,1.874935,3.370362,0,0,2.558773,1,1.206121,0.271024,2,3,5,25.843394216724377
21.979769,0,1.6,66.126964,2,1,2.213135,3.0,0,0,2.046766,1,2.172546,0.0,2,3,5,25.830845312499996
21.0,0,1.753578,77.97917,2,1,2.273548,2.39007,0,0,1.648404,1,0.874643,1.102696,2,3,5,25.358784423632493
21.0285,0,1.742364,78.664618,2,1,2.780699,1.101404,0,0,1.579207,1,1.153775,0.0,2,3,5,25.912043224473003
18.721041,1,1.775626,80.113493,3,1,1.687569,2.756405,0,0,2.079131,1,2.931527,0.68173,2,3,5,25.409883644690453
21.0,1,1.714253,75.0,2,1,2.0,3.0,0,0,1.081597,1,1.0,0.0,2,3,5,25.52180740635497
21.0,1,1.693628,75.0,2,1,2.0,3.0,0,0,1.833055,1,1.0,0.0,2,3,5,26.14720147118278
29.463168,0,1.659172,71.170001,2,1,2.0,3.0,0,0,1.281683,1,1.609801,0.0,2,0,5,25.853190834279943
24.284861,1,1.776347,82.329047,3,1,1.989905,3.054899,0,0,2.080968,1,1.107543,0.939726,2,3,5,26.091405505923596
26.288417,1,1.767806,82.694689,3,1,1.947405,3.118013,0,0,2.136159,1,0.783963,0.88868,2,3,5,26.4611315022667
23.455324,1,1.702516,75.0,2,1,2.162519,3.0,0,0,2.152666,1,1.078074,1.502839,2,3,5,25.874910681404295
19.637203,1,1.814182,85.301029,2,1,2.923916,3.335876,0,0,2.372444,1,1.305633,0.311436,2,3,5,25.917467516941684
22.239836,0,1.59994,65.423942,2,1,2.99448,3.0,0,0,1.706568,0,0.784216,0.150969,2,3,5,25.558144168621507
31.62638,0,1.666023,72.906186,2,1,2.0,3.0,0,0,1.0,1,0.0,1.301385,2,0,5,26.266511295663054
23.0,1,1.701584,75.093569,2,1,3.0,3.205009,0,0,2.643468,1,0.998039,1.898139,2,3,5,25.93557967760087
22.874658,1,1.713343,75.828119,2,1,2.507841,3.648194,0,0,1.279756,1,0.132629,1.82753,2,3,5,25.831025838122198
17.420269,0,1.489409,53.620604,2,1,1.836554,1.865238,1,0,2.0,0,0.320209,1.969507,2,3,5,24.171508461160748
17.807828,0,1.518067,55.822119,2,1,1.773265,2.118153,1,0,1.075239,0,0.085388,1.915191,2,3,5,24.222805335527866
16.240576,0,1.616533,65.062945,3,1,2.388168,1.0,1,0,1.438018,1,0.110887,1.165817,2,3,5,24.898006027013242
23.252457,0,1.589616,65.127324,2,1,2.286146,2.961113,0,0,2.657303,0,1.91108,1.618227,2,3,5,25.773819519001115
34.772902,0,1.675612,73.501233,2,1,3.0,2.400943,0,0,1.509734,1,0.167125,0.0,2,0,5,26.17867736087616
22.766227,1,1.874061,89.754302,2,1,2.0,2.870005,0,0,1.15031,1,0.417724,1.0,2,0,5,25.555702751378064
19.858973,1,1.62,69.575315,2,1,2.185938,1.0,0,0,2.81353,0,1.0,1.110222,3,3,5,26.510941548544427
16.370009,0,1.613921,66.738769,3,1,2.206399,1.0,1,0,2.0,1,0.94893,1.772463,2,3,5,25.622036566229546
17.992717,0,1.618683,67.193585,3,1,1.952987,1.0,1,0,1.334856,1,0.732276,1.890214,2,3,5,25.645088463250996
19.179932,1,1.637537,70.0,3,1,2.0,1.030416,0,0,2.118716,1,0.529259,0.0,2,3,5,26.104525097021114
19.621545,0,1.566524,61.616,2,1,2.908757,2.696051,1,0,1.622827,0,0.539952,0.001096,2,3,5,25.10842062464446
19.755797,0,1.542328,63.856193,2,1,2.628791,2.762883,1,0,1.512035,0,0.303722,0.003229,2,3,5,26.84414259189417
17.099015,0,1.6,65.0,2,1,3.0,2.401341,1,0,2.0,1,0.663896,1.753745,2,3,5,25.390624999999996
17.25813,0,1.600184,65.0,2,1,2.749629,2.298612,1,0,2.0,1,0.547515,1.619473,2,3,5,25.3847861634686
29.153907,1,1.773656,87.070234,3,1,1.595746,3.618722,0,0,1.274389,0,1.504003,0.370067,2,0,5,27.677759215850124
32.278869,0,1.64602,74.147443,2,1,2.885178,2.562895,0,0,1.017006,1,0.588673,0.916291,2,0,5,27.366922555682745
31.793937,0,1.65015,73.810728,2,1,2.372494,2.849848,0,0,1.028538,1,0.675983,0.303025,2,0,5,27.106449842950454
18.014333,1,1.751029,80.0,1,1,2.0,2.805436,0,0,2.122884,1,0.045651,0.017225,2,3,5,26.09175605340493
19.685,1,1.838266,89.496905,2,1,2.153639,3.715148,0,0,2.703337,1,2.0,0.226097,2,3,5,26.48447127747377
19.506389,1,1.824449,87.656029,2,1,2.793561,3.788602,0,0,2.429059,1,2.094542,0.393358,2,3,5,26.334091292969763
19.0,0,1.76,79.349221,3,1,2.0,1.893811,0,0,3.0,1,1.376229,1.801322,2,3,5,25.61635491993802
18.0,0,1.622241,68.250249,3,1,2.0,1.010319,0,0,1.319437,1,0.0,1.626456,2,3,5,25.934238074597676
18.003153,0,1.729996,75.816864,1,1,2.992329,3.0,0,0,2.004908,1,1.0,1.405086,2,3,5,25.332358114013488
18.052394,0,1.725233,75.970712,1,1,2.927409,3.0,0,0,2.209991,1,1.0,0.797215,2,3,5,25.524114448199008
19.774317,0,1.541039,64.726948,2,1,2.706134,2.669766,1,0,1.979848,0,0.445238,0.908836,2,3,5,27.25573324329442
21.180346,1,1.773766,89.28282,2,1,2.010684,1.322087,0,0,2.0,1,0.540397,0.973834,2,3,6,28.377572837519548
21.793724,1,1.75463,89.068227,2,1,2.0,2.041558,0,0,2.38725,1,0.813917,0.0,2,3,6,28.93021800588547
20.880161,1,1.674327,80.0,3,1,2.0,3.0,0,0,2.0,1,1.66639,1.443212,2,3,6,28.53707296327251
21.18354,1,1.72,80.555875,3,1,2.0,2.468421,0,0,2.0,1,2.0,1.0,2,3,6,27.229541306111415
32.774488,1,1.913241,101.482054,2,1,2.0,2.110937,0,0,2.175632,1,1.0,0.0,2,4,6,27.723617012041796
31.327609,1,1.737984,82.523113,2,1,2.300408,3.071028,0,0,1.738959,1,0.090147,0.0,2,0,6,27.32021133039159
29.956198,1,1.703688,82.207978,2,1,2.119643,3.292956,0,0,1.723372,1,0.0,0.987102,2,0,6,28.322646865178246
21.403421,1,1.716308,80.0,3,1,2.0,3.0,0,0,2.0,1,2.936551,1.40913,2,3,6,27.158109395864088
22.591439,1,1.65,80.0,3,1,2.0,3.0,0,0,2.0,1,0.451078,2.0,2,3,6,29.384756657483933
